45166,27628
45183,27647
39542,27656
39569,27676
45213,27692
39614,33315
62908,36866
223013,193770
223015,208916
223019,208924
296308,248343
248632,257237
272818,280710
291903,300391
281845,286704
291896,300399
315324,338993
313649,334282
377163,381288
1129455,1143224
36903,27751
36914,27755
36924,27759
36938,27763
36949,27767
36959,27772
38652,27775
36979,27788
36999,29193
65091,36203
38661,31041
65104,35448
65109,36870
65118,44572
238655,244159
272716,302386
274667,286451
283932,286465
290955,306225
297891,301479
432422,312564
305484,309767
312653,311899
322288,323923
322303,324226
326520,334294
342433,346770
358062,359603
371899,373714
377052,378513
384098,385218
388447,385727
388449,389847
65130,27165
79732,27704
83094,27706
79755,27708
108505,27710
79796,27712
79803,27733
79831,27714
79838,35456
79948,71920
297310,242616
228531,232197
229326,242624
234655,247942
296313,253118
255435,256390
258627,260988
263752,271469
286641,289798
280574,285073
274518,278417
305482,305185
314559,337225
322292,319766
335394,337234
414488,380699
414490,375757
414492,387256
992628,1018744
1017725,1050627
124897,27798
39486,27802
34680,27806
34693,27810
40433,27814
39506,27818
40046,27826
40055,27830
34698,36053
65220,36061
65230,45634
65239,44576
65248,46782
62933,53497
80161,77220
72219,70936
73642,67297
79627,79878
72232,74278
73357,73284
229335,245555
238644,239560
238651,245565
241799,245578
241342,241484
248677,253163
260243,261807
261083,262299
273513,280721
285452,287882
296425,291090
300952,303014
308100,307039
322301,327770
326580,327775
334044,340986
342430,345491
342390,345495
415949,349998
363334,362088
363336,368061
371403,367434
371416,367438
371434,372119
371441,373643
377026,383864
382256,384754
388460,384869
337439,337892
349583,351303
349824,349157
398096,400387
398094,400391
62299,58477
223042,214934
296423,297832
322467,332300
326640,332315
350690,356263
349800,356271
394766,367866
357958,367686
119140,27976
119162,27980
119172,30674
119175,30682
229333,239564
248669,254114
291000,291632
291936,297098
308047,312571
322469,332329
357854,362188
376832,378525
377879,384270
388027,390112
391060,392863
416077,403696
34707,27834
34720,27838
80629,27842
121435,27845
34734,27851
34747,27850
34752,29042
47765,35458
62984,42657
69492,42665
62998,51429
63008,52734
248625,247593
322359,326242
326534,325854
327041,335898
375638,378331
398341,399234
402028,403787
50426,27858
50468,27860
50487,27862
50506,27864
50557,32542
50575,44580
50584,44582
223044,208777
223055,207562
223060,222691
238653,241713
296321,245846
255433,258386
255421,258413
265199,267573
312636,313009
312678,315208
322519,321654
337565,340445
371250,374184
374643,377454
377885,379228
382254,385811
223063,206542
223065,213970
223067,213974
223069,209199
223074,213982
223075,209174
223077,213990
225398,228540
225403,228548
241364,243399
241366,242749
248663,251704
254775,257494
255438,260815
261077,264146
267769,274786
270045,294117
274671,281112
286646,294125
322529,335906
363362,364912
374660,422643
305605,308130
306756,312575
313662,317952
322550,323294
351376,355439
119221,27866
119226,61561
223220,191875
223240,191883
223259,196767
223267,199880
223271,206385
223280,207421
300515,234754
241377,240030
241403,242757
248636,253174
248634,253178
248648,251270
255405,260996
258717,260823
272712,275686
272714,275692
277671,280725
275763,280227
280556,281592
283938,285731
285484,286925
286083,287903
296336,293737
296327,297773
296329,297777
312749,316541
322625,321345
326503,326136
340527,342596
377166,383876
119229,27881
119230,27885
119231,27889
119234,27900
63122,44588
119235,33211
63135,66392
223287,246329
223291,221691
223297,224356
223326,225160
223345,224360
248679,253186
254822,257611
261063,266103
263689,268121
263680,271253
263682,271257
267765,271485
267773,272517
270031,278322
274669,286574
285131,290914
285488,293363
288879,293367
291929,301087
308102,317147
315318,321658
315370,330040
349543,365864
421245,351886
363221,383043
377168,380120
389155,390100
119238,31058
119243,27905
223357,196541
223362,202024
223367,222702
241401,242648
255417,255933
258690,260478
263728,264792
267749,268125
274514,282943
349694,346276
414450,349177
374699,375265
388019,417327
387866,397955
391070,404413
1162188,1170553
47291,27907
63468,27912
49666,27920
63176,36875
67223,37232
66051,38477
63196,48297
95662,57702
63227,56759
66078,58485
73647,66403
223369,216342
223371,223005
223374,214222
232855,237269
417108,247597
254760,256394
263732,269496
263736,269504
280554,287363
288885,294330
293721,300130
305480,315216
89429,27986
65739,27990
65752,27994
223376,192965
223379,194762
223385,196529
229328,238681
241354,252772
238649,255372
260233,262004
265252,278338
288877,298494
1061746,1091379
1119493,1154664
1122616,1163995
35819,27933
35825,27937
35841,27941
34524,27945
34537,27947
34570,27949
38770,27951
38785,27953
34578,27955
34586,27957
68581,27959
34594,30086
47953,33215
102040,39039
300278,192045
296532,206393
223458,207352
296345,244167
296347,247601
296349,246098
254781,257979
260235,265036
261079,266573
283954,291118
283926,294914
286093,301679
291051,311989
295863,300418
350327,355451
33086,35529
89761,31594
66120,32812
66131,28981
138912,32070
62353,32072
66141,38535
290965,300136
300298,303010
305408,306253
362911,378736
362900,378744
371986,378752
371988,378760
369381,379280
389161,391909
119258,30088
119261,32544
119260,30092
119262,33967
119263,36880
119265,37708
66176,78598
223483,217243
225354,227226
276573,285982
285905,287911
300258,300314
96321,29053
49735,29065
39817,29073
95688,29081
39824,29089
39836,29094
39859,30507
49757,35371
49910,33548
49768,35375
280917,280989
352008,355455
879209,898790
59788,27252
59753,28178
59777,28182
59666,28186
59739,28190
59735,42686
59718,49429
228524,233328
236976,240262
242878,246717
258635,255188
254787,256398
255413,257156
254785,257164
254813,258863
267741,269603
281425,286309
281407,287398
296584,306330
296402,303028
312655,311669
322343,326246
326508,337250
1092329,977840
119268,44962
225427,193170
229341,240284
248656,257875
250621,250337
254811,257879
270052,273904
285119,290073
312845,319690
312849,317956
335975,347944
80795,28194
38926,28198
38944,28202
38964,28206
39028,31060
39054,28210
48880,36074
48976,40207
260275,262016
270025,270627
281837,282469
282672,287413
283924,285087
285133,286526
300300,301925
305417,304715
305603,307679
306758,308609
322357,326254
326506,328108
376906,383999
382272,390789
1129344,1144501
1157965,1168616
35799,28280
34362,28298
34398,28292
34443,28295
80760,29563
67266,29567
63632,33332
63646,42690
66310,54077
73656,71922
223493,209035
223495,209276
250659,253197
255411,258962
255431,261181
260225,260998
263740,267796
291900,303318
312640,317036
296528,303326
322917,325148
331859,340995
337437,341010
432789,349197
349916,350083
353885,355591
358086,360038
414569,363644
392333,371791
414571,376569
432918,380390
414605,384166
414573,383881
414575,385885
1073644,1062868
119364,58692
119366,62048
124936,62070
119369,58705
119371,57879
119373,57562
119375,62085
119377,58027
119379,65556
119383,57592
119385,28594
119387,70314
119390,64020
119392,57343
119397,62102
119400,58714
119403,67622
119405,60218
119406,73301
119407,66903
119408,63666
119410,58988
69242,77236
69390,90113
69289,90121
69400,77708
79857,80864
223497,192723
223503,192731
223507,192739
223509,198998
223513,202063
223515,209502
223519,351651
223521,215877
223523,223048
223526,218255
286635,312413
290959,312417
312674,316902
291878,307965
295859,315410
296406,310944
295861,311338
300250,306257
305440,312731
312658,316272
312672,321785
312736,317159
312864,321789
312843,319779
322932,324539
322939,325927
358509,361509
382247,374207
91135,28652
95697,47378
69733,47382
225431,225629
312705,232201
241399,243588
258655,261910
263726,264761
267779,270635
270037,270639
270065,272175
272812,275742
1186906,1189722
39108,28671
39117,28674
39112,28678
39152,71065
63752,71067
63757,71070
63766,71072
234666,239568
297599,244047
414448,262720
261071,262732
270027,274766
267761,281614
270018,278285
280552,281131
280572,285857
283934,287196
400998,294560
291894,298502
294875,300565
296408,301234
300302,304090
308045,312055
322951,319698
326532,332387
340500,341170
350510,350585
349785,347952
350508,347960
349560,367698
414602,356281
351548,354791
362848,365179
432883,371174
414452,377462
414454,384421
414456,385819
63784,28685
47984,28696
48011,28700
48038,28704
376955,370116
376957,378949
83166,58489
263683,266107
263754,269508
267753,270733
272692,273912
280558,283103
283942,286493
290940,297513
291884,300322
297888,305082
300297,306237
305422,306412
305615,308814
305621,308822
322957,330785
337552,342841
349914,349205
377193,369987
384808,387829
388923,391298
388925,391310
1003730,1020501
1039632,1053331
1142635,1146753
119736,28708
258682,266969
265203,274774
281843,305365
280564,301011
295879,305373
45872,28732
66428,28736
45881,28740
46615,28744
46622,28748
46629,28752
46647,28756
43009,28760
46668,28764
43022,28768
43035,28772
43048,28776
49776,28780
45933,37112
45943,32823
43071,33557
74557,75216
258692,260659
261075,262036
265267,267589
265269,266973
267777,274066
270058,274061
281889,288960
285903,289806
296355,293668
288887,290829
291882,300781
296410,303334
305433,312064
305446,315422
300256,303342
305449,312072
312660,316554
326526,336298
322345,334660
388927,391495
48599,46283
91304,56763
225435,228233
238647,241721
258664,260827
260223,270643
274512,285744
277041,285756
277669,286530
280560,284305
305539,311346
312866,332393
334124,337258
342384,350010
223531,200286
223535,206413
296357,249512
248630,249525
248654,254834
250661,254842
254777,254850
254764,254854
254770,257176
270067,282317
295881,302396
323002,356387
384092,387280
384777,391929
874879,918915
892759,944970
892771,943962
916399,940876
946980,963007
1175356,1241110
1063917,1074127
1092019,1137423
63847,42717
63865,43084
66462,42731
63874,42733
63879,42735
63888,48164
97327,48078
236982,255192
241396,255200
248626,257615
261061,268133
272646,278425
270042,277273
300498,283673
294867,297521
312638,315150
375627,378347
